Sample	Species_rep	Species	TAD	Rel_abund
FRAM18_IL_4502_G	TOA-bin-40	species_523	0	0
FRAM18_IL_4502_G	TOA-bin-413	species_230	0.884096	0.0172206
FRAM18_IL_4502_G	TOA-bin-417	species_572	0	0
FRAM18_IL_4502_G	TOA-bin-431	species_445	0	0
FRAM18_IL_4502_G	TOA-bin-433	species_43	0.216466	0.00421637
FRAM18_IL_4502_G	TOA-bin-437	species_255	1.67889	0.0327018
FRAM18_IL_4502_G	TOA-bin-439	species_469	0.189014	0.00368166
FRAM18_IL_4502_G	TOA-bin-451	species_370	0.052938	0.00103114
FRAM18_IL_4502_G	TOA-bin-455	species_609	2.7301	0.0531775
FRAM18_IL_4502_G	TOA-bin-456	species_521	0	0
FRAM18_IL_4502_G	TOA-bin-469	species_30	1.20953	0.0235595
FRAM18_IL_4502_G	TOA-bin-46	species_251	1.31783	0.025669
FRAM18_IL_4502_G	TOA-bin-48	species_193	0.113679	0.00221426
FRAM18_IL_4502_G	TOA-bin-498	species_425	0	0
FRAM18_IL_4502_G	TOA-bin-511	species_542	0.379554	0.00739303
FRAM18_IL_4502_G	TOA-bin-536	species_403	0.711962	0.0138677
FRAM18_IL_4502_G	TOA-bin-538	species_722	0	0
FRAM18_IL_4502_G	TOA-bin-559	species_82	0	0
FRAM18_IL_4502_G	TOA-bin-55	species_737	0.163158	0.00317803
FRAM18_IL_4502_G	TOA-bin-568	species_181	0	0
FRAM18_IL_4502_G	TOA-bin-580	species_392	0	0
FRAM18_IL_4502_G	TOA-bin-584	species_80	0.129732	0.00252695
FRAM18_IL_4502_G	TOA-bin-585	species_683	0	0
FRAM18_IL_4502_G	TOA-bin-586	species_280	0.112622	0.00219368
FRAM18_IL_4502_G	TOA-bin-587	species_782	0.745225	0.0145157
FRAM18_IL_4502_G	TOA-bin-594	species_432	0	0
FRAM18_IL_4502_G	TOA-bin-598	species_733	0	0
FRAM18_IL_4502_G	TOA-bin-5	species_282	0	0
FRAM18_IL_4502_G	TOA-bin-608	species_493	3.33624	0.064984
FRAM18_IL_4502_G	TOA-bin-618	species_490	3.1846	0.0620303
FRAM18_IL_4502_G	TOA-bin-636	species_540	0	0
FRAM18_IL_4502_G	TOA-bin-658	species_316	0.281278	0.00547879
FRAM18_IL_4502_G	TOA-bin-659	species_119	0	0
FRAM18_IL_4502_G	TOA-bin-666	species_182	0.0701266	0.00136594
FRAM18_IL_4502_G	TOA-bin-668	species_507	1.09553	0.021339
FRAM18_IL_4502_G	TOA-bin-684	species_164	1.57595	0.0306967
FRAM18_IL_4502_G	TOA-bin-689	species_651	0	0
FRAM18_IL_4502_G	TOA-bin-69	species_450	3.98096	0.077542
FRAM18_IL_4502_G	TOA-bin-6	species_642	1.46406	0.0285173
FRAM18_IL_4502_G	TOA-bin-724	species_17	0.0272328	0.000530446
FRAM18_IL_4502_G	TOA-bin-728	species_161	0.286436	0.00557926
FRAM18_IL_4502_G	TOA-bin-740	species_347	3.00658	0.0585628
FRAM18_IL_4502_G	TOA-bin-741	species_834	0.866111	0.0168703
FRAM18_IL_4502_G	TOA-bin-755	species_691	0	0
FRAM18_IL_4502_G	TOA-bin-766	species_277	0	0
FRAM18_IL_4502_G	TOA-bin-778	species_69	0.0737077	0.00143569
FRAM18_IL_4502_G	TOA-bin-782	species_790	0.0765387	0.00149084
FRAM18_IL_4502_G	TOA-bin-784	species_219	0	0
FRAM18_IL_4502_G	TOA-bin-791	species_829	0.100709	0.00196163
FRAM18_IL_4502_G	TOA-bin-792	species_195	0.028499	0.00055511
FRAM18_IL_4502_G	TOA-bin-796	species_212	0	0
FRAM18_IL_4502_G	TOA-bin-797	species_385	0	0
FRAM18_IL_4502_G	TOA-bin-802	species_830	0.0707815	0.0013787
FRAM18_IL_4502_G	TOA-bin-803	species_836	0.596695	0.0116226
FRAM18_IL_4502_G	TOA-bin-806	species_18	0	0
FRAM18_IL_4502_G	TOA-bin-813	species_470	0.0506767	0.000987092
FRAM18_IL_4502_G	TOA-bin-81	species_491	0.622359	0.0121224
FRAM18_IL_4502_G	TOA-bin-822	species_168	0.0901264	0.0017555
FRAM18_IL_4502_G	TOA-bin-823	species_632	2.70632	0.0527143
FRAM18_IL_4502_G	TOA-bin-824	species_842	0.00712977	0.000138875
FRAM18_IL_4502_G	TOA-bin-826	species_611	1.11072	0.0216348
FRAM18_IL_4502_G	TOA-bin-827	species_668	0.0752473	0.00146568
FRAM18_IL_4502_G	TOA-bin-831	species_734	0.210736	0.00410476
FRAM18_IL_4502_G	TOA-bin-838	species_127	0.715271	0.0139322
FRAM18_IL_4502_G	TOA-bin-840	species_417	0.0700949	0.00136532
FRAM18_IL_4502_G	TOA-bin-841	species_153	6.81712	0.132785
FRAM18_IL_4502_G	TOA-bin-842	species_96	0.0698646	0.00136084
FRAM18_IL_4502_G	TOA-bin-848	species_39	11.4266	0.22257
FRAM18_IL_4502_G	TOA-bin-86	species_90	0	0
FRAM18_IL_4502_G	TOA-bin-888	species_406	0	0
FRAM18_IL_4502_G	TOA-bin-901	species_761	0.124199	0.00241917
FRAM18_IL_4502_G	TOA-bin-908	species_649	0	0
FRAM18_IL_4502_G	TOA-bin-90	species_49	0	0
FRAM18_IL_4502_G	TOA-bin-925	species_684	0	0
FRAM18_IL_4502_G	TOA-bin-932	species_186	0	0
FRAM18_IL_4502_G	TOA-bin-945	species_626	0	0
FRAM18_IL_4502_G	TOA-bin-956	species_158	0.112413	0.0021896
FRAM18_IL_4502_G	TOA-bin-962	species_805	0.119722	0.00233197
FRAM18_IL_4502_G	TOA-bin-96	species_188	0	0
FRAM18_IL_4502_G	TOA-bin-975	species_757	0.0218625	0.000425842
FRAM18_IL_4502_G	TOA-bin-976	species_81	0	0
FRAM18_IL_4502_G	TOA-bin-977	species_638	0.22863	0.0044533
FRAM18_IL_4502_G	TOA-bin-983	species_443	1.11444	0.0217073
FRAM18_IL_4502_G	TOA-bin-985	species_508	0.005282	0.000102884
FRAM18_IL_4502_G	TOA-bin-986	species_501	2.01683	0.0392842
FRAM18_IL_4502_G	TOA-bin-98	species_54	0	0
FRAM18_IL_4502_G	TOA-bin-998	species_531	0.00876801	0.000170785
FRAM18_IL_4502_G	TOA-bin-999	species_793	0	0
FRAM18_IL_4502_G	FRAM18_4502_I_concoct_bin_01	species_105	0	0
FRAM18_IL_4502_G	FRAM18_4502_J_maxbin_bin_02	species_110	0	0
FRAM18_IL_4502_G	FRAM18_4502_J_metabat_bin_02	species_467	0	0
FRAM18_IL_4502_G	FRAM18_4502_J_metabat_bin_06	species_563	0	0
FRAM18_IL_4502_G	FRAM18_4502_K_metabat_bin_03	species_729	0	0
FRAM18_IL_4502_G	FRAM18_4502_K_metabat_bin_08	species_732	0	0
FRAM18_IL_4502_G	FRAM18_4502_K_metabat_bin_09	species_458	0	0
FRAM18_IL_4502_G	FRAM18_4502_K_metabat_bin_13	species_34	0	0
FRAM18_IL_4502_G	FRAM18_4514_D_concoct_bin_07	species_560	0	0
FRAM18_IL_4502_G	FRAM18_4571_PB_I_metabat_bin_12	species_703	0	0
FRAM18_IL_4502_G	FRAM18_4571_PB_K_concoct_bin_01	species_457	0	0
FRAM18_IL_4502_G	FRAM18_4571_PB_K_concoct_bin_11	species_530	0	0
FRAM18_IL_4502_G	FRAM18_4571_PB_K_metabat_bin_10	species_815	0	0
FRAM18_IL_4502_G	FRAM18_4571_PB_K_metabat_bin_22	species_102	0	0
FRAM18_IL_4502_G	FRAM18_4571_PB_K_metabat_bin_30	species_431	0	0
FRAM18_IL_4502_G	FRAM_EGC1617_bin12	species_439	0	0
FRAM18_IL_4502_G	FRAM_EGC1617_bin21	species_813	0	0
FRAM18_IL_4502_G	FRAM_EGC1617_bin27	species_434	0	0
FRAM18_IL_4502_G	FRAM_EGC1617_bin41	species_660	0	0
FRAM18_IL_4502_G	FRAM_EGC1617_bin9	species_662	0	0
FRAM18_IL_4502_G	mosaic_3300045738_102	species_630	0	0
FRAM18_IL_4502_G	mosaic_3300045738_105	species_694	0	0
FRAM18_IL_4502_G	mosaic_3300045738_10	species_62	0	0
FRAM18_IL_4502_G	mosaic_3300045738_110	species_275	0	0
FRAM18_IL_4502_G	mosaic_3300045738_114	species_661	0	0
FRAM18_IL_4502_G	mosaic_3300045738_115	species_169	0	0
FRAM18_IL_4502_G	mosaic_3300045738_116	species_115	0	0
FRAM18_IL_4502_G	mosaic_3300045738_117	species_155	0	0
FRAM18_IL_4502_G	mosaic_3300045738_119	species_788	0	0
FRAM18_IL_4502_G	mosaic_3300045738_11	species_575	0	0
FRAM18_IL_4502_G	mosaic_3300045738_120	species_283	0	0
FRAM18_IL_4502_G	mosaic_3300045738_125	species_717	0	0
FRAM18_IL_4502_G	mosaic_3300045738_126	species_227	0	0
FRAM18_IL_4502_G	mosaic_3300045738_128	species_141	0	0
FRAM18_IL_4502_G	mosaic_3300045738_130	species_625	0	0
FRAM18_IL_4502_G	mosaic_3300045738_131	species_190	0	0
FRAM18_IL_4502_G	mosaic_3300045738_132	species_194	0	0
FRAM18_IL_4502_G	mosaic_3300045738_134	species_634	0	0
FRAM18_IL_4502_G	mosaic_3300045738_137	species_8	0	0
FRAM18_IL_4502_G	mosaic_3300045738_139	species_223	0	0
FRAM18_IL_4502_G	mosaic_3300045738_141	species_287	0	0
FRAM18_IL_4502_G	mosaic_3300045738_145	species_664	0	0
FRAM18_IL_4502_G	mosaic_3300045738_14	species_692	0	0
FRAM18_IL_4502_G	mosaic_3300045738_158	species_759	0	0
FRAM18_IL_4502_G	mosaic_3300045738_161	species_267	0	0
FRAM18_IL_4502_G	mosaic_3300045738_163	species_152	0	0
FRAM18_IL_4502_G	mosaic_3300045738_164	species_163	0	0
FRAM18_IL_4502_G	mosaic_3300045738_169	species_707	0	0
FRAM18_IL_4502_G	mosaic_3300045738_16	species_210	0	0
FRAM18_IL_4502_G	mosaic_3300045738_172	species_624	0	0
FRAM18_IL_4502_G	mosaic_3300045738_173	species_635	0	0
FRAM18_IL_4502_G	mosaic_3300045738_176	species_802	0	0
FRAM18_IL_4502_G	mosaic_3300045738_177	species_203	0	0
FRAM18_IL_4502_G	mosaic_3300045738_178	species_620	0	0
FRAM18_IL_4502_G	mosaic_3300045738_179	species_643	0	0
FRAM18_IL_4502_G	mosaic_3300045738_17	species_699	0	0
FRAM18_IL_4502_G	mosaic_3300045738_180	species_658	0	0
FRAM18_IL_4502_G	mosaic_3300045738_186	species_228	0	0
FRAM18_IL_4502_G	mosaic_3300045738_18	species_440	0	0
FRAM18_IL_4502_G	mosaic_3300045738_190	species_147	0	0
FRAM18_IL_4502_G	mosaic_3300045738_192	species_640	0	0
FRAM18_IL_4502_G	mosaic_3300045738_193	species_725	0	0
FRAM18_IL_4502_G	mosaic_3300045738_196	species_697	0	0
FRAM18_IL_4502_G	mosaic_3300045738_197	species_229	0	0
FRAM18_IL_4502_G	mosaic_3300045738_198	species_270	0	0
FRAM18_IL_4502_G	mosaic_3300045738_199	species_21	0	0
FRAM18_IL_4502_G	mosaic_3300045738_19	species_184	0	0
FRAM18_IL_4502_G	mosaic_3300045738_200	species_641	0	0
FRAM18_IL_4502_G	mosaic_3300045738_206	species_743	0	0
FRAM18_IL_4502_G	mosaic_3300045738_207	species_253	0	0
FRAM18_IL_4502_G	mosaic_3300045738_208	species_112	0	0
FRAM18_IL_4502_G	mosaic_3300045738_210	species_751	0	0
FRAM18_IL_4502_G	mosaic_3300045738_212	species_367	0	0
FRAM18_IL_4502_G	mosaic_3300045738_213	species_200	0	0
FRAM18_IL_4502_G	mosaic_3300045738_214	species_259	0	0
FRAM18_IL_4502_G	mosaic_3300045738_215	species_171	0	0
FRAM18_IL_4502_G	mosaic_3300045738_217	species_268	0	0
FRAM18_IL_4502_G	mosaic_3300045738_218	species_716	0	0
FRAM18_IL_4502_G	mosaic_3300045738_21	species_696	0	0
FRAM18_IL_4502_G	mosaic_3300045738_220	species_265	0	0
FRAM18_IL_4502_G	mosaic_3300045738_221	species_245	0	0
FRAM18_IL_4502_G	mosaic_3300045738_222	species_739	0	0
FRAM18_IL_4502_G	mosaic_3300045738_224	species_150	0	0
FRAM18_IL_4502_G	mosaic_3300045738_226	species_633	0	0
FRAM18_IL_4502_G	mosaic_3300045738_22	species_142	0	0
FRAM18_IL_4502_G	mosaic_3300045738_25	species_573	0	0
FRAM18_IL_4502_G	mosaic_3300045738_28	species_15	0	0
FRAM18_IL_4502_G	mosaic_3300045738_30	species_629	0	0
FRAM18_IL_4502_G	mosaic_3300045738_31	species_23	0	0
FRAM18_IL_4502_G	mosaic_3300045738_35	species_191	0	0
FRAM18_IL_4502_G	mosaic_3300045738_37	species_159	0	0
FRAM18_IL_4502_G	mosaic_3300045738_38	species_221	0	0
FRAM18_IL_4502_G	mosaic_3300045738_40	species_260	0	0
FRAM18_IL_4502_G	mosaic_3300045738_42	species_622	0	0
FRAM18_IL_4502_G	mosaic_3300045738_45	species_803	0	0
FRAM18_IL_4502_G	mosaic_3300045738_53	species_281	0	0
FRAM18_IL_4502_G	mosaic_3300045738_56	species_702	0	0
FRAM18_IL_4502_G	mosaic_3300045738_57	species_254	0	0
FRAM18_IL_4502_G	mosaic_3300045738_66	species_148	0	0
FRAM18_IL_4502_G	mosaic_3300045738_67	species_149	0	0
FRAM18_IL_4502_G	mosaic_3300045738_69	species_695	0	0
FRAM18_IL_4502_G	mosaic_3300045738_70	species_95	0	0
FRAM18_IL_4502_G	mosaic_3300045738_71	species_400	0	0
FRAM18_IL_4502_G	mosaic_3300045738_73	species_386	0	0
FRAM18_IL_4502_G	mosaic_3300045738_76	species_570	0	0
FRAM18_IL_4502_G	mosaic_3300045738_7	species_760	0	0
FRAM18_IL_4502_G	mosaic_3300045738_80	species_597	0	0
FRAM18_IL_4502_G	mosaic_3300045738_81	species_121	0	0
FRAM18_IL_4502_G	mosaic_3300045738_83	species_408	0	0
FRAM18_IL_4502_G	mosaic_3300045738_84	species_698	0	0
FRAM18_IL_4502_G	mosaic_3300045738_85	species_690	0	0
FRAM18_IL_4502_G	mosaic_3300045738_86	species_615	0	0
FRAM18_IL_4502_G	mosaic_3300045738_87	species_68	0	0
FRAM18_IL_4502_G	mosaic_3300045738_88	species_126	0	0
FRAM18_IL_4502_G	mosaic_3300045738_91	species_151	0	0
FRAM18_IL_4502_G	mosaic_3300045738_93	species_294	0	0
FRAM18_IL_4502_G	mosaic_3300045738_95	species_173	0	0
FRAM18_IL_4502_G	mosaic_3300045738_9	species_220	0	0
FRAM18_IL_4502_G	mosaic_3300046103_134	species_384	0	0
FRAM18_IL_4502_G	mosaic_3300046103_88	species_272	0	0
FRAM18_IL_4502_G	mosaic_3300046450_73	species_83	0	0
FRAM18_IL_4502_G	mosaic_3300046450_79	species_604	0	0
FRAM18_IL_4502_G	mosaic_3300046450_83	species_396	0	0
FRAM18_IL_4502_G	mosaic_3300046450_99	species_174	0	0
FRAM18_IL_4502_G	mosaic_3300046451_10	species_217	0	0
FRAM18_IL_4502_G	mosaic_3300046451_16	species_616	0	0
FRAM18_IL_4502_G	mosaic_3300046451_27	species_175	0	0
FRAM18_IL_4502_G	mosaic_3300046451_3	species_659	0	0
FRAM18_IL_4502_G	mosaic_3300046451_4	species_613	0	0
FRAM18_IL_4502_G	mosaic_3300046451_66	species_628	0	0
FRAM18_IL_4502_G	mosaic_3300046451_73	species_574	0	0
FRAM18_IL_4502_G	mosaic_3300046451_74	species_585	0	0
FRAM18_IL_4502_G	mosaic_3300046467_100	species_235	0	0
FRAM18_IL_4502_G	mosaic_3300046467_107	species_279	0	0
FRAM18_IL_4502_G	mosaic_3300046467_124	species_397	0	0
FRAM18_IL_4502_G	mosaic_3300046467_127	species_682	0	0
FRAM18_IL_4502_G	mosaic_3300046467_133	species_262	0	0
FRAM18_IL_4502_G	mosaic_3300046467_137	species_233	0	0
FRAM18_IL_4502_G	mosaic_3300046467_13	species_19	0	0
FRAM18_IL_4502_G	mosaic_3300046467_144	species_472	0	0
FRAM18_IL_4502_G	mosaic_3300046467_14	species_238	0	0
FRAM18_IL_4502_G	mosaic_3300046467_156	species_257	0	0
FRAM18_IL_4502_G	mosaic_3300046467_157	species_77	0	0
FRAM18_IL_4502_G	mosaic_3300046467_15	species_240	0	0
FRAM18_IL_4502_G	mosaic_3300046467_165	species_244	0	0
FRAM18_IL_4502_G	mosaic_3300046467_176	species_196	0	0
FRAM18_IL_4502_G	mosaic_3300046467_178	species_398	0	0
FRAM18_IL_4502_G	mosaic_3300046467_181	species_266	0	0
FRAM18_IL_4502_G	mosaic_3300046467_24	species_16	0	0
FRAM18_IL_4502_G	mosaic_3300046467_26	species_157	0	0
FRAM18_IL_4502_G	mosaic_3300046467_28	species_156	0	0
FRAM18_IL_4502_G	mosaic_3300046467_29	species_264	0	0
FRAM18_IL_4502_G	mosaic_3300046467_31	species_342	0	0
FRAM18_IL_4502_G	mosaic_3300046467_40	species_118	0	0
FRAM18_IL_4502_G	mosaic_3300046467_43	species_122	0	0
FRAM18_IL_4502_G	mosaic_3300046467_48	species_295	0	0
FRAM18_IL_4502_G	mosaic_3300046467_58	species_394	0	0
FRAM18_IL_4502_G	mosaic_3300046467_61	species_341	0	0
FRAM18_IL_4502_G	mosaic_3300046467_62	species_249	0	0
FRAM18_IL_4502_G	mosaic_3300046467_63	species_170	0	0
FRAM18_IL_4502_G	mosaic_3300046467_64	species_20	0	0
FRAM18_IL_4502_G	mosaic_3300046467_68	species_727	0	0
FRAM18_IL_4502_G	mosaic_3300046467_6	species_66	0	0
FRAM18_IL_4502_G	mosaic_3300046467_77	species_14	0	0
FRAM18_IL_4502_G	mosaic_3300046467_84	species_125	0	0
FRAM18_IL_4502_G	mosaic_3300046467_90	species_224	0	0
FRAM18_IL_4502_G	mosaic_3300046467_98	species_198	0	0
FRAM18_IL_4502_G	mosaic_3300046467_99	species_160	0	0
FRAM18_IL_4502_G	mosaic_3300046532_108	species_116	0	0
FRAM18_IL_4502_G	mosaic_3300046532_11	species_343	0	0
FRAM18_IL_4502_G	mosaic_3300046532_12	species_399	0	0
FRAM18_IL_4502_G	mosaic_3300046532_145	species_496	0	0
FRAM18_IL_4502_G	mosaic_3300046532_161	species_137	0	0
FRAM18_IL_4502_G	mosaic_3300046532_171	species_288	0	0
FRAM18_IL_4502_G	mosaic_3300046532_177	species_704	0	0
FRAM18_IL_4502_G	mosaic_3300046532_180	species_176	0	0
FRAM18_IL_4502_G	mosaic_3300046532_181	species_610	0	0
FRAM18_IL_4502_G	mosaic_3300046532_185	species_162	0	0
FRAM18_IL_4502_G	mosaic_3300046532_204	species_218	0	0
FRAM18_IL_4502_G	mosaic_3300046532_212	species_101	0	0
FRAM18_IL_4502_G	mosaic_3300046532_213	species_237	0	0
FRAM18_IL_4502_G	mosaic_3300046532_214	species_291	0	0
FRAM18_IL_4502_G	mosaic_3300046532_216	species_605	0	0
FRAM18_IL_4502_G	mosaic_3300046532_224	species_357	0	0
FRAM18_IL_4502_G	mosaic_3300046532_26	species_117	0	0
FRAM18_IL_4502_G	mosaic_3300046532_32	species_600	0	0
FRAM18_IL_4502_G	mosaic_3300046532_37	species_435	0	0
FRAM18_IL_4502_G	mosaic_3300046532_43	species_673	0	0
FRAM18_IL_4502_G	mosaic_3300046532_54	species_231	0	0
FRAM18_IL_4502_G	mosaic_3300046532_59	species_621	0	0
FRAM18_IL_4502_G	mosaic_3300046532_64	species_614	0	0
FRAM18_IL_4502_G	mosaic_3300046532_67	species_70	0	0
FRAM18_IL_4502_G	mosaic_3300046532_68	species_236	0	0
FRAM18_IL_4502_G	mosaic_3300046532_71	species_726	0	0
FRAM18_IL_4502_G	mosaic_3300046532_89	species_225	0	0
FRAM18_IL_4502_G	mosaic_3300046532_93	species_123	0	0
FRAM18_IL_4502_G	mosaic_3300046532_95	species_84	0	0
FRAM18_IL_4502_G	mosaic_3300047668_112	species_623	0	0
FRAM18_IL_4502_G	mosaic_3300047668_70	species_172	0	0
FRAM18_IL_4502_G	mosaic_3300047668_73	species_587	0	0
FRAM18_IL_4502_G	mosaic_3300047668_75	species_292	0	0
FRAM18_IL_4502_G	mosaic_3300047669_141	species_612	0	0
FRAM18_IL_4502_G	mosaic_3300047669_15	species_100	0	0
FRAM18_IL_4502_G	mosaic_3300047669_49	species_226	0	0
FRAM18_IL_4502_G	TOA-bin-100	species_4	0	0
FRAM18_IL_4502_G	TOA-bin-1019	species_505	0	0
FRAM18_IL_4502_G	TOA-bin-1029	species_708	0	0
FRAM18_IL_4502_G	TOA-bin-103	species_516	0	0
FRAM18_IL_4502_G	TOA-bin-1045	species_533	0	0
FRAM18_IL_4502_G	TOA-bin-1049	species_582	0	0
FRAM18_IL_4502_G	TOA-bin-1053	species_243	0	0
FRAM18_IL_4502_G	TOA-bin-105	species_103	0	0
FRAM18_IL_4502_G	TOA-bin-1063	species_180	0	0
FRAM18_IL_4502_G	TOA-bin-106	species_35	0	0
FRAM18_IL_4502_G	TOA-bin-1087	species_97	0	0
FRAM18_IL_4502_G	TOA-bin-1089	species_197	0	0
FRAM18_IL_4502_G	TOA-bin-1109	species_657	0	0
FRAM18_IL_4502_G	TOA-bin-1114	species_79	0	0
FRAM18_IL_4502_G	TOA-bin-1118	species_503	0	0
FRAM18_IL_4502_G	TOA-bin-111	species_63	0	0
FRAM18_IL_4502_G	TOA-bin-1131	species_710	0	0
FRAM18_IL_4502_G	TOA-bin-1137	species_831	0	0
FRAM18_IL_4502_G	TOA-bin-113	species_814	0	0
FRAM18_IL_4502_G	TOA-bin-115	species_47	0	0
FRAM18_IL_4502_G	TOA-bin-116	species_592	0	0
FRAM18_IL_4502_G	TOA-bin-1175	species_350	0	0
FRAM18_IL_4502_G	TOA-bin-1181	species_106	0	0
FRAM18_IL_4502_G	TOA-bin-118	species_85	0	0
FRAM18_IL_4502_G	TOA-bin-1193	species_222	0	0
FRAM18_IL_4502_G	TOA-bin-11	species_124	0	0
FRAM18_IL_4502_G	TOA-bin-1218	species_780	0	0
FRAM18_IL_4502_G	TOA-bin-121	species_32	0	0
FRAM18_IL_4502_G	TOA-bin-1227	species_693	0	0
FRAM18_IL_4502_G	TOA-bin-1229	species_286	0	0
FRAM18_IL_4502_G	TOA-bin-1235	species_738	0	0
FRAM18_IL_4502_G	TOA-bin-123	species_772	0	0
FRAM18_IL_4502_G	TOA-bin-1244	species_506	0	0
FRAM18_IL_4502_G	TOA-bin-1246	species_665	0	0
FRAM18_IL_4502_G	TOA-bin-1249	species_666	0	0
FRAM18_IL_4502_G	TOA-bin-1262	species_676	0	0
FRAM18_IL_4502_G	TOA-bin-1268	species_740	0	0
FRAM18_IL_4502_G	TOA-bin-1280	species_107	0	0
FRAM18_IL_4502_G	TOA-bin-1281	species_204	0	0
FRAM18_IL_4502_G	TOA-bin-1291	species_26	0	0
FRAM18_IL_4502_G	TOA-bin-1293	species_73	0	0
FRAM18_IL_4502_G	TOA-bin-1305	species_650	0	0
FRAM18_IL_4502_G	TOA-bin-1306	species_132	0	0
FRAM18_IL_4502_G	TOA-bin-1314	species_777	0	0
FRAM18_IL_4502_G	TOA-bin-1341	species_569	0	0
FRAM18_IL_4502_G	TOA-bin-1378	species_36	0	0
FRAM18_IL_4502_G	TOA-bin-1385	species_824	0	0
FRAM18_IL_4502_G	TOA-bin-1392	species_177	0	0
FRAM18_IL_4502_G	TOA-bin-13	species_755	0	0
FRAM18_IL_4502_G	TOA-bin-1406	species_489	0	0
FRAM18_IL_4502_G	TOA-bin-1411	species_382	0	0
FRAM18_IL_4502_G	TOA-bin-1416	species_525	0	0
FRAM18_IL_4502_G	TOA-bin-1432	species_74	0	0
FRAM18_IL_4502_G	TOA-bin-1438	species_139	0	0
FRAM18_IL_4502_G	TOA-bin-143	species_310	0	0
FRAM18_IL_4502_G	TOA-bin-1452	species_361	0	0
FRAM18_IL_4502_G	TOA-bin-1453	species_724	0	0
FRAM18_IL_4502_G	TOA-bin-1457	species_246	0	0
FRAM18_IL_4502_G	TOA-bin-1463	species_595	0	0
FRAM18_IL_4502_G	TOA-bin-1464	species_675	0	0
FRAM18_IL_4502_G	TOA-bin-1478	species_495	0	0
FRAM18_IL_4502_G	TOA-bin-1482	species_56	0	0
FRAM18_IL_4502_G	TOA-bin-1487	species_312	0	0
FRAM18_IL_4502_G	TOA-bin-1491	species_479	0	0
FRAM18_IL_4502_G	TOA-bin-1492	species_143	0	0
FRAM18_IL_4502_G	TOA-bin-1493	species_744	0	0
FRAM18_IL_4502_G	TOA-bin-150	species_552	0	0
FRAM18_IL_4502_G	TOA-bin-1514	species_596	0	0
FRAM18_IL_4502_G	TOA-bin-1525	species_348	0	0
FRAM18_IL_4502_G	TOA-bin-1531	species_414	0	0
FRAM18_IL_4502_G	TOA-bin-1561	species_29	0	0
FRAM18_IL_4502_G	TOA-bin-1562	species_601	0	0
FRAM18_IL_4502_G	TOA-bin-156	species_499	0	0
FRAM18_IL_4502_G	TOA-bin-1578	species_365	0	0
FRAM18_IL_4502_G	TOA-bin-1579	species_289	0	0
FRAM18_IL_4502_G	TOA-bin-1581	species_86	0	0
FRAM18_IL_4502_G	TOA-bin-1588	species_308	0	0
FRAM18_IL_4502_G	TOA-bin-1589	species_689	0	0
FRAM18_IL_4502_G	TOA-bin-1613	species_300	0	0
FRAM18_IL_4502_G	TOA-bin-161	species_140	0	0
FRAM18_IL_4502_G	TOA-bin-1625	species_407	0	0
FRAM18_IL_4502_G	TOA-bin-1636	species_131	0	0
FRAM18_IL_4502_G	TOA-bin-1647	species_677	0	0
FRAM18_IL_4502_G	TOA-bin-1648	species_377	0	0
FRAM18_IL_4502_G	TOA-bin-1661	species_284	0	0
FRAM18_IL_4502_G	TOA-bin-1671	species_67	0	0
FRAM18_IL_4502_G	TOA-bin-1677	species_807	0	0
FRAM18_IL_4502_G	TOA-bin-1680	species_241	0	0
FRAM18_IL_4502_G	TOA-bin-1683	species_424	0	0
FRAM18_IL_4502_G	TOA-bin-1684	species_372	0	0
FRAM18_IL_4502_G	TOA-bin-1685	species_786	0	0
FRAM18_IL_4502_G	TOA-bin-1696	species_551	0	0
FRAM18_IL_4502_G	TOA-bin-1703	species_87	0	0
FRAM18_IL_4502_G	TOA-bin-1708	species_302	0	0
FRAM18_IL_4502_G	TOA-bin-1711	species_13	0	0
FRAM18_IL_4502_G	TOA-bin-1713	species_59	0	0
FRAM18_IL_4502_G	TOA-bin-1715	species_11	0	0
FRAM18_IL_4502_G	TOA-bin-1722	species_366	0	0
FRAM18_IL_4502_G	TOA-bin-1728	species_795	0	0
FRAM18_IL_4502_G	TOA-bin-1731	species_517	0	0
FRAM18_IL_4502_G	TOA-bin-1736	species_381	0	0
FRAM18_IL_4502_G	TOA-bin-1739	species_670	0	0
FRAM18_IL_4502_G	TOA-bin-1743	species_134	0	0
FRAM18_IL_4502_G	TOA-bin-1744	species_9	0	0
FRAM18_IL_4502_G	TOA-bin-1745	species_248	0	0
FRAM18_IL_4502_G	TOA-bin-1748	species_511	0	0
FRAM18_IL_4502_G	TOA-bin-1753	species_387	0	0
FRAM18_IL_4502_G	TOA-bin-1758	species_57	0	0
FRAM18_IL_4502_G	TOA-bin-1760	species_60	0	0
FRAM18_IL_4502_G	TOA-bin-1762	species_686	0	0
FRAM18_IL_4502_G	TOA-bin-1763	species_285	0	0
FRAM18_IL_4502_G	TOA-bin-1773	species_502	0	0
FRAM18_IL_4502_G	TOA-bin-177	species_76	0	0
FRAM18_IL_4502_G	TOA-bin-1789	species_712	0	0
FRAM18_IL_4502_G	TOA-bin-1791	species_839	0	0
FRAM18_IL_4502_G	TOA-bin-1795	species_144	0	0
FRAM18_IL_4502_G	TOA-bin-1796	species_767	0	0
FRAM18_IL_4502_G	TOA-bin-1801	species_319	0	0
