Gene,HI_mean,LI_mean,Sample,CLR_values,cluster,KEGG_ID,Metabolism,Metabolism_group,Enrichment
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_03_1617_2,-0.017518478,High-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_05_1617_2,-0.0616242,Low-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_07_1617_1,0.224730732,Low-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_08_1617_1,0.179916716,Low-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_09_1617_1,-0.194776733,Low-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_10_1617_2,0.115378195,Low-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_11_1617,0.230689042,Low-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system ATP-binding protein [EC:7.4.2.1],-0.164771251,0.082385625,RAS_EGC_12_1617_1,-0.110546999,High-ice cluster,K02028,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_02_1617_1,-0.335129707,High-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_03_1617_2,-0.090215301,High-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_05_1617_2,-0.170101966,Low-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_07_1617_1,0.337472944,Low-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_08_1617_1,0.084587423,Low-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_09_1617_1,0.022979614,Low-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_10_1617_2,0.093977164,Low-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_11_1617,0.257430236,Low-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system permease protein,-0.208781805,0.104390903,RAS_EGC_12_1617_1,-0.201000407,High-ice cluster,K02029,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_02_1617_1,-0.250676724,High-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_03_1617_2,0.163599014,High-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_05_1617_2,0.180990757,Low-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_07_1617_1,0.13992927,Low-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_08_1617_1,-0.102867219,Low-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_09_1617_1,0.008960886,Low-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_10_1617_2,-0.141782636,Low-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_11_1617,0.097109273,Low-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
polar amino acid transport system substrate-binding protein,-0.06078011,0.030390055,RAS_EGC_12_1617_1,-0.09526262,High-ice cluster,K02030,Amino_acids,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_02_1617_1,-0.471336607,High-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_03_1617_2,-0.628522191,High-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_05_1617_2,0.55828281,Low-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_07_1617_1,-0.147936452,Low-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_08_1617_1,0.564755325,Low-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_09_1617_1,0.730816361,Low-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_10_1617_2,-0.012761674,Low-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_11_1617,-0.121960966,Low-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132],-0.523731801,0.261865901,RAS_EGC_12_1617_1,-0.471336607,High-ice cluster,K18364,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_02_1617_1,-0.344161325,High-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_03_1617_2,-0.222800468,High-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_05_1617_2,0.282294481,Low-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_07_1617_1,0.264902738,Low-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_08_1617_1,-0.114586883,Low-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_09_1617_1,-0.376951148,Low-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_10_1617_2,0.525916564,Low-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_11_1617,0.39623874,Low-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],-0.325938164,0.162969082,RAS_EGC_12_1617_1,-0.410852699,High-ice cluster,K05712,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_02_1617_1,-0.390066177,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_03_1617_2,-0.138751749,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_05_1617_2,-0.067292785,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_07_1617_1,0.457231683,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_08_1617_1,0.061918947,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_09_1617_1,0.09177191,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_10_1617_2,0.228973031,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_11_1617,-0.067292785,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-hydroxylaminophenol mutase,-0.235103334,0.117551667,RAS_EGC_12_1617_1,-0.176492077,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_02_1617_1,-0.139158784,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_03_1617_2,-0.178264451,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_05_1617_2,0.22153492,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_07_1617_1,-0.116408987,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_08_1617_1,0.247270421,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_09_1617_1,0.249222911,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_10_1617_2,0.033044643,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_11_1617,-0.032839955,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,-0.200607984,0.100303992,RAS_EGC_12_1617_1,-0.284400719,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_02_1617_1,-0.430342201,High-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_03_1617_2,-0.363650826,High-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_05_1617_2,0.361245053,Low-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_07_1617_1,0.031003366,Low-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_08_1617_1,0.288338282,Low-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_09_1617_1,0.479028088,Low-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_10_1617_2,-0.084065964,Low-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_11_1617,-0.024877092,Low-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],-0.350223911,0.175111956,RAS_EGC_12_1617_1,-0.256678706,High-ice cluster,K14520,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_02_1617_1,-0.603500477,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_03_1617_2,-0.108804235,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_05_1617_2,0.128867417,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_07_1617_1,0.089646703,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_08_1617_1,0.128867417,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_09_1617_1,0.584342945,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_10_1617_2,0.048824709,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_11_1617,0.0277713,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Biphenyl-2-3-diol 1-2-dioxygenase,-0.33610683,0.168053415,RAS_EGC_12_1617_1,-0.296015777,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_02_1617_1,0.529970507,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_03_1617_2,0.75120748,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_05_1617_2,0.034893241,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_07_1617_1,-0.540470904,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_08_1617_1,-0.410417776,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_09_1617_1,-0.739599579,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_10_1617_2,-0.107606822,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_11_1617,-0.125789141,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
2-amino-5-chloromuconic acid deaminase,0.629663661,-0.31483183,RAS_EGC_12_1617_1,0.607812994,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_02_1617_1,0.577060456,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_03_1617_2,0.78836955,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_05_1617_2,0.125075332,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_07_1617_1,-0.825406764,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_08_1617_1,-0.526913776,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_09_1617_1,-0.370461599,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_10_1617_2,-0.14869831,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_11_1617,-0.265790976,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
4-hydroxybenzoyl-CoA reductase subunit alpha,0.670732031,-0.335366015,RAS_EGC_12_1617_1,0.646766086,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_02_1617_1,0.406458493,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_03_1617_2,0.614195357,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_05_1617_2,0.018775067,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_07_1617_1,-0.719032885,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_08_1617_1,-0.644924912,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_09_1617_1,-0.140368902,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_10_1617_2,-0.224688487,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_11_1617,-0.023484743,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase delta subunit,0.577908287,-0.288954144,RAS_EGC_12_1617_1,0.713071013,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_02_1617_1,0.28343399,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_03_1617_2,0.966950277,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_05_1617_2,-0.101477035,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_07_1617_1,-0.813582129,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_08_1617_1,-0.692084576,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_09_1617_1,-0.022518338,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_10_1617_2,-0.381364836,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_11_1617,-0.26427217,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Acetophenone carboxylase gamma subunit,0.758433028,-0.379216514,RAS_EGC_12_1617_1,1.024914818,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_02_1617_1,0.615416206,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_03_1617_2,0.903098279,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_05_1617_2,-0.214932096,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_07_1617_1,-0.968703898,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_08_1617_1,-0.745560347,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_09_1617_1,-1.102235291,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_10_1617_2,0.087348776,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_11_1617,0.042897013,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Benzoyl-CoA oxygenase component B boxB,0.967061948,-0.483530974,RAS_EGC_12_1617_1,1.382671359,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_02_1617_1,0.687332616,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_03_1617_2,1.176880841,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_05_1617_2,-0.059881786,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_07_1617_1,-0.870812002,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_08_1617_1,-0.870812002,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_09_1617_1,-0.465346894,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_10_1617_2,-0.647668451,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_11_1617,-0.059881786,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Maleylacetate reductase,0.991467641,-0.49573382,RAS_EGC_12_1617_1,1.110189466,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_02_1617_1,0.474784265,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_03_1617_2,1.063184616,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_05_1617_2,0.120474321,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_07_1617_1,-0.772469047,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_08_1617_1,-1.197352241,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_09_1617_1,-0.367003939,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_10_1617_2,-0.191113273,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_11_1617,-0.041581539,Low-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Phenoxybenzoate dioxygenase subunit alpha,0.816348573,-0.408174286,RAS_EGC_12_1617_1,0.911076837,High-ice cluster,NA,Aromatic_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_02_1617_1,0.021886101,High-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_03_1617_2,0.101489151,High-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_05_1617_2,-0.018935894,Low-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_07_1617_1,-0.093043866,Low-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_08_1617_1,-0.204835272,Low-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_09_1617_1,-0.13560348,Low-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_10_1617_2,-0.004164577,Low-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_11_1617,0.167840013,Low-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
